Grid,o1_15,o2_15,o3_15,o4_15,o5_15,o6_15,o7_15,o8_15,o1_21,o2_21,o3_21,o4_21,o5_21,o6_21,o7_21,o8_21,elevation,treecover,strmden,housden,prey_count
1458,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3308.440674,0.81333822,3.784904242,3,4
1322,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,3596.859619,0.854442358,3.653006077,8.56000042,NA
1253,0,2,1,3,3,1,1,0,0,0,0,0,0,0,NA,NA,3596.859619,0.854442358,4.438327789,8.56000042,31
1254,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3235.670654,0.743379951,3.682110786,8.600000381,16
1185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367.891602,0.699778914,3.894543171,12.80000019,26
1186,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,3482.881104,0.666859269,4.66869688,14.64000034,26
1252,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3092.688721,0.902470112,3.891939402,0.439999998,71
1182,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3053.245605,0.953076899,4.278844357,1.840000033,36
1316,0,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,2258.065674,0.918115318,4.228494644,18.68000031,0
1112,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2838.667969,0.800649047,4.49034071,23.60000038,0
1044,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2083.172607,0.842930079,4.548350334,38.52000046,0
1045,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667.05835,0.963185966,4.214583397,12.07999992,0
977,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,NA,NA,2283.634521,0.984371126,4.214583397,2.920000076,0
910,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2099.789551,0.996639609,4.288125992,0.039999999,0
1046,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3076.639648,0.964929342,3.971663475,12.35999966,31
1114,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3300.599854,0.922590137,4.248413086,12.68000031,18
979,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2034.721924,0.999412358,3.513518095,0.079999998,5
1047,0,0,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,NA,NA,2925.74585,0.965714753,3.998802423,1,1
1048,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3375.618164,0.838593662,4.273049831,7.519999981,15
1049,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3025.936035,0.933628798,4.679732323,7.71999979,47
981,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,3025.936035,0.933628798,4.010754585,7.71999979,1
911,2,0,NA,NA,NA,NA,NA,NA,2,2,0,2,0,NA,NA,NA,1523.691406,0.969693542,3.513518095,1.960000038,52
1119,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3436.766602,0.927433133,3.484767437,0.360000014,NA
1323,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3649.595459,0.75104934,3.49152422,0.439999998,4
1184,0,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,2,0,0,3408.280762,0.851700664,4.265268326,14.76000023,15
87,0,2,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,475.7655945,0.896797001,2.648454189,30,4
291,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2099.328125,0.998727202,4.444115162,1.720000029,30
220,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1315.079956,0.996000767,2.906051636,18.71999931,13
356,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2633.873779,0.993055165,3.667057037,0.639999986,3
355,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1659.272705,0.993213415,4.146589756,5.599999905,13
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2944.877686,0.996314406,3.631887436,0.319999993,1
424,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2633.873779,0.993055165,3.631887436,0.639999986,3
560,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2363.53125,0.939034104,4.876745224,33.88000107,12
627,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2732.529297,0.999764562,4.009440422,0.039999999,11
628,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2363.53125,0.939034104,4.876745224,33.88000107,12
696,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,2464.02124,0.931420743,4.264500141,24.44000053,15
629,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3156.267822,0.889761984,4.221781731,0.360000014,1
561,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,3156.267822,0.889761984,4.221781731,0.360000014,1
495,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3325.104736,0.939191818,4.019689083,0.720000029,16
562,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3034.225342,0.940914392,4.33611393,2.359999895,1
361,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,NA,1775.473145,0.991809964,4.368997574,0.680000007,29
429,0,0,0,0,0,0,0,1,0,2,0,0,0,0,NA,NA,2349.11499,0.999562085,4.026240826,0.159999996,1
693,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,3197.017334,0.98873508,3.745272398,0.360000014,0
760,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3511.989502,0.94417578,3.748383522,0.039999999,9
765,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2908.542725,0.814184248,4.054494858,26.84000015,1
833,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3328.957031,0.788919568,4.054494858,11.31999969,3
697,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3607.415283,0.867783964,3.566992044,0.079999998,NA
698,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3607.415283,0.867783964,3.422405958,0.079999998,NA
494,0,0,0,0,0,0,NA,NA,0,2,0,0,0,0,NA,NA,3034.225342,0.940914392,4.33611393,2.359999895,1
625,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,NA,NA,2919.405762,0.996179819,4.262248516,0.039999999,13
626,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2552.013672,0.996306837,4.042884827,0.239999995,0
491,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,2481.075439,0.955082476,3.978639603,23.52000046,6
300,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,927.638916,0.987467289,3.50253129,2.880000114,61
368,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1161.120972,0.945967615,3.715406895,58.63999939,96
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1960.7677,0.985143483,3.68994379,15.31999969,10
228,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1433.420288,0.996152759,3.484212875,2.319999933,70
296,0,0,0,0,0,NA,NA,NA,0,0,0,1,1,0,0,NA,1433.420288,0.996152759,4.686300755,2.319999933,70
430,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2104.580566,0.999984801,4.48073101,0.079999998,40
431,0,0,0,0,0,0,0,0,1,0,1,0,1,0,NA,NA,1988.293213,0.993737876,3.41510129,6.840000153,NA
499,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1557.518921,0.947996318,4.229365349,51.79999924,40
497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2632.081299,0.997964144,3.980214357,0,21
568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1771.973145,0.982934117,3.513445854,10.68000031,68
632,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,2451.973877,0.990705609,3.690141201,0,33
563,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3656.229248,0.68722862,3.627892017,1.679999948,2
700,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2881.699707,0.965617239,3.690141201,0.200000003,6
701,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2690.922852,0.983772218,3.960060596,0.119999997,65
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2177.845947,0.994829118,4.087520123,1.120000005,118
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2483.067627,0.956497133,3.456419706,0.039999999,22
635,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2740.965332,0.970090032,3.553477287,0.159999996,22
770,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,2538.362061,0.941914022,3.607577085,0.239999995,27
767,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4250.436035,0.071887553,3.539485693,1.879999995,1
768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3479.490967,0.830344439,4.049880981,1.279999971,4
769,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,3023.097656,0.946192563,3.957287312,0.280000001,14
771,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2538.362061,0.941914022,2.99132514,0.239999995,27
569,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,2078.182129,0.995353818,3.410489559,5.840000153,35
637,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2019.534912,0.991597652,3.410489559,5.519999981,126
574,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898.439453,0.997434974,3.620574474,0.400000006,0
501,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,2078.182129,0.995353818,3.596036911,5.840000153,35
93,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,402.2618408,0.989388108,3.500227213,0,56
25,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,2.962253571,NA,NA
27,2,0,2,0,0,0,NA,NA,3,2,0,0,3,1,0,NA,311.2685547,0.825026631,1.923648477,0.079999998,82
94,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,NA,387.2801514,0.948490918,2.117142439,0.079999998,26
95,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,NA,311.2685547,0.825026631,3.104568005,0.079999998,82
161,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,0,756.8546143,0.99852556,3.356918335,0.079999998,31
231,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1043.488159,0.998568475,3.457202911,0.039999999,10
96,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,378.3230591,0.986230671,3.936507225,0.479999989,14
232,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,992.0413208,0.998536408,3.540454149,0,24
164,2,0,2,2,0,0,2,0,0,0,0,0,0,0,NA,NA,378.3230591,0.986230671,3.936507225,0.479999989,14
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,218.4360504,NA,2.418569088,0.039999999,NA
165,2,3,2,1,1,2,2,0,0,1,1,1,1,0,0,0,326.7591858,NA,2.418569088,2.720000029,NA
241,2,0,0,2,0,0,0,NA,1,0,0,0,1,1,NA,NA,618.7024536,0.954046726,3.416682243,1.519999981,31
309,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,618.7024536,0.954046726,3.539788723,1.519999981,72
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,912.5036011,0.988571346,3.321954727,0.039999999,72
444,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1508.152222,0.995114744,3.321954727,1.960000038,27
376,0,2,0,0,0,0,2,2,0,0,0,0,0,NA,NA,NA,534.1202393,0.868486106,4.128743172,3.680000067,28
375,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,848.505249,0.969299793,3.422188282,2.039999962,6
308,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,534.1202393,0.868486106,4.128743172,3.680000067,16
511,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,1320.922363,0.987635076,4.203541756,1.24000001,67
441,0,1,0,0,0,0,0,NA,0,0,2,0,0,0,NA,NA,1551.556763,0.88684833,3.433065414,27.28000069,34
508,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,1848.021484,0.995016694,3.423869848,4.360000134,9
576,0,0,0,0,0,0,0,NA,0,0,2,0,0,NA,NA,NA,1538.304688,0.949575961,3.426893473,32.40000153,7
644,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,NA,NA,2254.454346,0.997413695,3.426893473,0.079999998,34
575,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,2048.969238,0.996824861,3.235040903,5.880000114,0
506,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2057.040527,0.989158928,2.939797163,9.239999771,2
374,2,0,0,0,0,0,NA,NA,0,0,2,0,0,0,NA,NA,792.9281616,0.938960493,4.02070713,16.04000092,41
443,1,0,0,0,0,1,0,NA,0,0,0,2,0,0,NA,NA,788.4046631,0.974121451,4.203541756,0,23
373,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1361.064209,0.997087598,3.282254219,0.119999997,14
440,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,1581.049683,0.997988582,3.423869848,0.720000029,28
233,0,0,2,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,621.4356079,0.932459414,3.497563124,6.519999981,18
301,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,927.638916,0.987467289,3.497563124,2.880000114,61
369,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1233.590698,0.990394473,3.975173235,21.12000084,4
370,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1906.942993,0.995121121,3.975173235,3.079999924,2
21,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,589.4484253,0.973052204,3.803248405,4,NA
89,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,813.8162231,0.975513816,3.611473322,1.799999952,4
157,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.3930664,0.986341357,3.870620966,0.519999981,19
90,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.483551,0.843401372,3.687957525,22.87999916,19
91,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,750.6651611,0.961772919,3.687957525,6.71999979,19
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1269.245361,0.994137466,3.999637842,0.439999998,111
159,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.3161011,0.915229559,3.649842501,9.720000267,56
160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,376.3161011,0.915229559,3.756977558,9.720000267,56
718,0,2,2,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,1112.731567,0.984063804,3.530985355,2.839999914,1
649,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1632.300171,0.999862969,3.056258917,0,21
513,0,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,2064.303955,0.997976661,3.362562656,1.039999962,8
579,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1744.382324,0.98274225,3.283929586,4.320000172,NA
785,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,1222.059326,0.923907757,3.186452389,27.95999908,1
845,2,0,2,2,0,2,0,0,0,0,0,0,0,NA,NA,NA,1770.70752,0.998218417,3.847155571,0.079999998,6
782,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211.883301,0.998994827,3.522388458,0.200000003,118
646,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656.791138,0.985656321,3.299651623,4.71999979,NA
645,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,2441.334229,0.994637787,3.139322758,0,NA
846,0,2,0,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,2273.51709,0.998143852,3.847155571,0.039999999,28
852,0,0,1,0,0,0,NA,NA,0,0,0,0,1,0,NA,NA,2526.598389,0.991160214,3.233740091,0.319999993,18
851,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,2066.835938,0.999831617,3.233740091,0.039999999,18
987,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2283.612305,0.982230902,3.717247486,0.079999998,NA
918,0,2,0,0,0,1,1,0,0,0,1,0,0,NA,NA,NA,3140.543213,0.948250532,3.387861729,0.119999997,NA
1121,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2904.184082,0.958808362,3.968927145,6.920000076,17
1120,0,0,0,0,0,2,0,1,0,0,0,0,0,NA,NA,NA,2842.552979,0.900002658,3.497667551,13.80000019,5
1187,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,3436.766602,0.927433133,3.484767437,0.360000014,7
1051,0,0,0,0,1,1,0,2,0,0,0,NA,NA,NA,NA,NA,3808.325684,0.807315767,3.685297012,0.239999995,NA
1052,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4179.993164,0.313008964,3.438345671,0.280000001,NA
984,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,3850.480713,0.733723581,3.438345671,0.159999996,NA
985,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3679.830566,0.71606636,3.207130194,0.119999997,NA
713,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2211.883301,0.998994827,3.522388458,0.200000003,118
1392,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3649.595459,0.75104934,3.625082731,0.439999998,4
581,1,0,1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,1684.820679,0.999948025,3.464927912,0,22
920,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,1501.280396,0.948892057,4.321804523,14,27
714,0,1,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,2052.796143,0.988331497,3.423335552,0.159999996,NA
715,0,1,0,2,2,0,0,2,0,0,0,0,0,NA,NA,NA,2242.263184,0.999977469,3.016718626,0,64
647,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,NA,2078.571777,0.999944389,3.017451286,0.079999998,6
988,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1423.463257,0.808254838,3.581315041,59.04000092,4
1050,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3260.293213,0.891068637,4.105234146,8.159999847,NA
982,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3301.87207,0.959237576,3.820168495,0.039999999,NA
844,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1659.147217,0.997770429,3.671744108,0.079999998,57
912,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,1793.86438,0.983588457,3.671744108,5.28000021,2
650,0,0,2,0,0,0,NA,NA,0,0,0,2,0,NA,NA,NA,1112.731567,0.984063804,3.530985355,2.839999914,1
580,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1716.812744,0.999271274,3.667815447,0.119999997,22
246,0,0,0,0,2,0,0,1,0,0,0,0,NA,NA,NA,NA,964.0908203,0.995157123,3.059550285,0,8
178,0,0,0,NA,NA,NA,NA,NA,0,2,0,0,0,2,NA,NA,478.2489319,0.852026224,2.478754759,0,95
177,0,0,0,0,0,0,2,0,2,2,1,1,0,0,NA,NA,598.9160767,0.930700481,2.389484644,0,58
180,2,2,2,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,258.6585999,NA,1.347495079,0.039999999,NA
248,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,418.3099365,0.937858224,3.875134706,15.43999958,81
182,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,196.6621704,NA,1.943531752,0,NA
179,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,418.3099365,0.937858224,3.462198496,15.43999958,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1449.004761,0.986061871,4.083893776,2.440000057,4
446,2,2,0,2,3,0,0,0,0,0,0,2,0,0,0,NA,1932.179932,0.99950099,3.288600445,0,9
381,0,0,2,0,0,0,0,NA,0,1,1,0,1,0,NA,NA,963.2269287,0.982737482,3.438453436,5.679999828,9
176,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,598.9160767,0.930700481,3.505238056,0,58
311,2,0,0,0,NA,NA,NA,NA,1,0,1,1,1,0,NA,NA,873.3972778,0.992433131,3.038795233,0.079999998,18
243,0,2,0,0,2,0,0,0,1,0,1,0,0,1,1,NA,873.3972778,0.992433131,3.596911907,0.079999998,22
107,0,1,3,1,0,1,0,1,0,0,2,0,0,0,NA,NA,242.4490509,NA,2.471477747,0,NA
110,0,3,2,3,0,0,2,1,0,2,2,2,0,2,0,2,478.2489319,0.852026224,2.478754759,0,95
181,3,2,3,3,2,0,NA,NA,0,0,0,0,0,0,NA,NA,278.6808472,NA,1.351991892,2.960000038,NA
247,0,0,0,1,0,2,0,2,1,0,0,0,0,0,NA,NA,810.4051514,0.996915281,3.394109488,0.039999999,0
314,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,963.2269287,0.982737482,3.596108675,5.679999828,87
249,0,2,0,0,0,0,NA,NA,2,0,0,0,0,0,NA,NA,585.3981934,0.96906513,3.392777205,46.56000137,47
315,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,745.6063232,0.985264838,3.394109488,1.799999952,0
515,0,0,1,0,1,0,0,0,2,0,2,2,2,0,0,NA,2176.70752,0.999974728,3.122545242,0,11
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1286.584473,0.996317863,3.586466312,0.119999997,55
516,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,1833.603271,0.999887526,3.598594189,0,17
652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,901.7850952,0.895084321,4.083893776,12.56000042,4
183,0,0,2,2,2,0,NA,NA,0,0,2,0,0,0,NA,NA,649.0213013,0.945433438,2.644390106,20.36000061,NA
514,0,0,0,0,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,1784.212646,0.995718002,3.362562656,3.799999952,27
378,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1932.179932,0.99950099,3.288600445,0,21
106,0,0,0,0,NA,NA,NA,NA,2,0,3,0,0,0,NA,NA,531.4163208,0.805562496,2.146531105,0.119999997,37
450,2,2,2,0,0,0,NA,NA,2,0,2,2,0,NA,NA,NA,787.6643066,0.976800144,4.128878593,10.52000046,20
174,2,2,2,0,2,0,2,NA,0,0,0,0,0,NA,NA,NA,443.0991211,NA,1.278272867,0.239999995,NA
449,0,2,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,787.6643066,0.976800144,3.438453436,10.52000046,20
310,1,0,1,0,0,0,0,NA,1,0,0,2,1,0,NA,NA,873.3972778,0.992433131,3.038795233,0.079999998,18
583,0,0,0,0,0,1,0,NA,2,0,0,0,0,0,NA,NA,1254.39978,0.985622168,3.098203659,7.039999962,8
163,0,0,0,0,0,0,NA,NA,0,2,0,0,2,NA,NA,NA,1043.488159,0.998568475,3.612616777,0.039999999,29
382,0,0,0,0,0,0,NA,NA,2,0,0,NA,NA,NA,NA,NA,963.2269287,0.982737482,3.438453436,5.679999828,9
244,0,0,0,NA,NA,NA,NA,NA,2,2,0,0,0,2,0,NA,1196.689087,0.998585522,3.531428576,0.239999995,0
1533,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,4270.867188,0.383431345,3.476743221,0.159999996,0
1534,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3698.07959,0.81916374,3.941224098,0.280000001,53
1466,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3589.601807,0.862917423,4.893839359,1.519999981,5
1400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3011.220703,0.821112692,4.354065418,70.83999634,7
1604,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3604.798096,0.781164825,4.206431866,0.319999993,35
1536,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3604.798096,0.781164825,4.206431866,0.319999993,35
1603,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3984.122314,0.589435995,4.182845592,2.359999895,0
1671,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4030.31958,NA,4.760322571,0.239999995,NA
1672,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3984.122314,0.589435995,4.777471066,2.359999895,0
1738,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,4281.959961,NA,3.977080584,1.840000033,NA
1401,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,3576.047852,0.860486388,3.32136941,0.839999974,1
1470,0,0,0,0,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,3163.082275,0.754170537,4.193160057,8.43999958,0
1471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3163.082275,0.754170537,3.388880968,8.43999958,0
1404,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3493.51709,0.90904808,3.547416449,0.600000024,3
1469,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3908.076416,0.828469396,3.482222795,0.119999997,0
1538,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3978.993896,0.736144841,3.462008715,0.079999998,64
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4347.320801,0.36188817,3.290409327,0.079999998,8
1393,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3119.870361,0.88483119,3.838279724,0.75999999,13
1463,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3606.205566,0.871181369,3.395269394,0.239999995,11
1531,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3514.29126,0.876479805,3.793982267,0.439999998,0
1261,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,3273.704834,0.941095352,4.246954918,2.279999971,4
